sexo;idade;formacao;curso;anoFormacao;tempoProfissional;tempoFuncao;funcao;metodologia;existenciaProjeto;mesesNoProjeto;@12.Emrelaçãoassuascaracterísticasporfavorresponda;S1;S2;S3;C2;C3;C4;C1;EM4;EM1;EM3;EM2;T3;T1;T4;T2;I2;I1;I4;I3;Desvio
Masculino;23;Especialização;Pós Em Banco de Dados;2020;5;2;Desenvolvedor;Tradicional;36;24; ;5;5;7;7;7;6;7;5;5;7;6;7;7;5;7;7;7;6;7;0,885226373
Masculino;26;Superior completo;Sistemas de Informação;2018;3;3;Desenvolvedor;Ágil;6;6; ;3;6;6;6;7;7;6;5;6;6;5;6;6;5;6;6;6;5;5;0,885226373
Feminino;46;Mestrado;Ciência da computação;2002;15;15;Desenvolvedor;Ágil;1;1; ;3;5;2;3;4;5;4;4;5;4;4;4;5;5;5;5;5;5;5;0,885226373
Feminino;31;Especialização;Agronegócio;2017;11;2;Gerente;Ágil;6;6; ;7;7;7;6;5;4;7;7;7;6;6;7;7;5;7;7;6;7;6;0,895080773
Feminino;25;Superior completo;Ciência da computação;2018;1.4;1;Desenvolvedor;Híbrida;5;6; ;5;6;4;5;4;5;6;5;4;4;4;4;3;3;5;5;4;4;3;0,895080773
Masculino;35;Superior incompleto;Sistemas de Informação;2019;10;10;Testador;Ágil;2;2; ;6;6;5;7;6;6;7;6;6;6;5;5;5;6;5;7;4;4;5;0,895080773
Masculino;42;Especialização;Ciência da computação;2009;20;11;Desenvolvedor;Tradicional;6;2; ;7;7;7;5;5;5;7;6;5;5;6;7;7;7;7;7;7;7;7;0,895080773
Masculino;29;Superior completo;Engenharia mecânica;2016;10;10;Desenvolvedor;Ágil;1;1; ;7;5;4;5;5;7;6;7;6;7;5;5;5;5;6;5;6;6;5;0,895080773
Masculino;26;Superior completo;Engenharia da Computação;2015;7;3;Gerente;Ágil;6;6; ;6;6;7;7;7;5;7;7;6;7;6;7;4;7;5;7;6;7;7;0,895080773
Masculino;20;Superior completo;Ciência da computação;2019;2;2;Desenvolvedor;Ágil;24;12; ;6;6;5;5;4;5;5;6;4;6;4;6;6;4;6;7;5;6;6;0,895080773
Masculino;28;Doutorado;Ciência da computação;2023;7;2;Analista;Híbrida;2;2; ;5;6;5;5;7;6;6;3;5;6;6;5;6;5;4;6;6;5;5;0,895080773
Masculino;36;Superior completo;Engenharia da Computação;2009;14;14;Gerente;Ágil;60;16; ;5;7;6;5;5;6;6;4;4;6;5;7;6;6;6;6;7;5;5;0,895080773
Masculino;22;Superior incompleto;Engenharia de software;2019;3;3;Desenvolvedor;Híbrida;6;8; ;7;7;5;4;6;7;7;6;5;6;6;7;7;7;7;7;7;7;6;0,895080773
Masculino;26;Mestrado;Ciência da computação;2019;2;2;Desenvolvedor;Híbrida;3;3; ;5;4;4;3;4;3;5;4;5;6;4;5;5;6;5;5;5;4;6;0,895080773
Feminino;24;Superior completo;Sistemas de Informação;2018;5;1;Analista;Híbrida;6;3; ;6;7;6;5;4;5;6;6;7;6;6;6;7;7;5;7;7;7;7;0,898341552
Masculino;20;Superior incompleto;Ciência da computação;2020;2;1;Desenvolvedor;Híbrida;6;6; ;5;6;6;7;6;4;7;6;7;6;5;5;5;5;6;7;7;6;5;0,898341552
Masculino;33;Superior completo;Ciência da computação;2016;12;5;Analista;Ágil;8;2; ;6;7;3;6;6;6;6;6;5;6;6;6;6;6;5;7;7;6;5;0,898341552
Masculino;31;Especialização;Ciência da computação;2014;8;8;Testador;Ágil;12;9; ;6;6;5;5;5;6;6;5;5;6;4;4;7;5;6;7;7;5;6;0,901590537
Masculino;24;Superior incompleto;Ciência da computação;2023;2;1;Desenvolvedor;Tradicional;5;5; ;5;6;5;5;5;6;6;6;4;5;5;7;4;4;6;7;5;6;6;0,901590537
Masculino;31;Superior completo;Sistemas de Informação;2008;10;8;Analista;Híbrida;6;6; ;5;7;6;7;4;5;6;6;5;5;5;5;4;6;4;5;6;6;6;0,901590537
Masculino;24;Superior completo;Ciência da computação;2018;5;5;Desenvolvedor;Ágil;5;5; ;7;7;5;7;7;7;6;7;7;7;4;7;7;7;7;7;7;7;5;0,901590537
Masculino;22;Superior incompleto;Ciência da computação;2020;2;2;Desenvolvedor;Ágil;14;14; ;4;5;4;6;5;5;5;5;6;6;5;4;5;6;6;7;6;6;7;0,901590537
Masculino;22;Superior incompleto;Sistemas de Informação;2019;10;10;Infraestrutura;Tradicional;1;1; ;6;5;4;5;5;5;7;6;5;5;6;7;5;7;4;6;6;6;5;0,904827857
Masculino;24;Superior incompleto;Ciência da computação;2020;10;2;Testador;Tradicional;48;13; ;7;7;7;7;7;5;7;7;7;7;6;5;7;4;7;7;7;6;7;0,904827857
Masculino;24;Superior incompleto;Ciência da computação;2022;4;4;Desenvolvedor;Ágil;6;1; ;7;7;5;7;6;7;7;6;5;7;4;7;7;7;7;7;7;7;6;0,904827857
Masculino;25;Superior incompleto;Design Gráfico;2020;5;2;Designer;Ágil;24;12; ;5;6;5;6;6;6;6;5;4;5;5;6;7;7;7;7;7;6;7;0,911267994
Masculino;30;Especialização;Analise e Desenvolvimento de Sistemas;2012;9;9;Desenvolvedor;Ágil;36;22; ;6;6;6;6;4;3;4;5;5;5;4;5;5;5;6;6;6;6;6;0,917662935
Masculino;23;Superior incompleto;Engenharia da Computação;2019;1;1;Desenvolvedor;Híbrida;1;1; ;5;7;7;6;6;5;7;5;5;6;4;5;6;7;5;7;6;5;6;0,917662935
Masculino;40;Superior completo;Ciência da computação;2001;18;15;Testador;Híbrida;36;30; ;3;4;4;4;4;5;5;6;4;4;4;5;5;5;6;6;6;5;6;0,917662935
Feminino;25;Superior completo;Engenharia da Computação;2017;4;3;Testador;Ágil;1000;36; ;5;5;5;7;5;4;7;6;6;6;5;6;4;6;6;7;6;7;6;0,933458638
Masculino;38;Especialização;Ciência da computação;2009;10;10;Desenvolvedor;Ágil;12;12; ;6;7;7;6;7;5;7;5;7;5;6;6;7;4;7;7;7;7;6;0,933458638
Masculino;39;Especialização;Sistemas de Informação;2004;15;15;Desenvolvedor;Ágil;12;2; ;4;5;4;7;6;5;7;7;6;7;6;5;5;6;6;6;5;6;6;0,933458638
Feminino;30;Mestrado;Ciência da computação;2012;5;5;Analista;Ágil;3;2; ;4;5;4;4;4;4;4;6;4;5;5;4;6;6;6;4;6;6;6;0,936585812
Feminino;22;Superior incompleto;Análise e Desenvolvimento de Sistemas;2021;3;3;Testador;Híbrida;15;10; ;5;3;4;5;5;4;4;4;6;7;5;4;5;5;5;6;5;5;6;0,936585812
Masculino;31;Doutorado;Ciência da computação;2019;4;2;Desenvolvedor;Ágil;14;3; ;6;6;4;5;7;6;5;6;6;6;4;5;6;7;7;7;7;6;6;0,936585812
Masculino;24;Superior completo;Ciência da computação;2018;4;2;Analista;Híbrida;60;20; ;4;5;7;5;6;7;7;7;6;6;6;5;6;5;7;7;7;6;7;0,936585812
Masculino;26;Mestrado;Estatística;2018;1.5;1.5;DBA;Híbrida;8;8; ;6;7;4;6;6;6;7;6;6;5;6;4;5;7;6;5;7;7;6;0,936585812
Masculino;28;Superior completo;Ciência da computação;2014;6;6;Desenvolvedor;Híbrida;6;6; ;6;7;7;3;6;5;6;6;5;6;6;6;6;7;6;7;6;7;6;0,942809042
Masculino;27;Mestrado;Ciência da computação;2020;5;3;Analista;Ágil;12;4; ;5;7;4;7;7;6;6;6;5;5;5;6;5;6;6;7;7;7;7;0,942809042
Masculino;32;Superior completo;Ciência da computação;2012;6;4;Desenvolvedor;Híbrida;144;36; ;7;5;5;5;7;6;6;6;7;7;5;5;5;7;7;7;5;7;5;0,942809042
Feminino;35;Mestrado;Ciência da computação;2012;14;14;Analista;Híbrida;6;6; ;6;6;5;6;5;5;5;4;7;5;6;7;5;7;6;7;6;4;6;0,945905303
Feminino;24;Superior completo;Engenharia da Computação;2019;3;3;Desenvolvedor;Ágil;15;13; ;5;6;7;7;7;5;7;7;7;6;5;6;4;6;7;7;7;7;7;0,945905303
Masculino;29;Superior completo;Sistemas de Informação;2012;8;5;Testador;Ágil;11;11; ;6;7;4;5;5;6;7;6;6;5;6;5;5;5;4;7;6;7;6;0,945905303
Masculino;29;Superior completo;Sistemas de Informação;2019;10;10;Desenvolvedor;Ágil;24;14; ;5;7;6;4;5;3;6;6;5;6;6;4;5;5;6;6;5;5;6;0,945905303
Masculino;42;Superior completo;Sistemas de Informação;2013;6;6;Analista;Ágil;18;18; ;6;7;5;7;7;7;7;7;7;6;7;7;4;5;6;6;5;7;7;0,945905303
Masculino;41;Especialização;Sistemas de Informação;2000;21;1;Gerente;Híbrida;12;12; ;7;7;5;6;7;5;7;6;7;6;7;7;4;6;7;5;7;7;7;0,945905303
Feminino;50;Especialização;Pós Graduação Projetos Ágeis;2019;23;8;Gerente;Ágil;7;7; ;7;7;7;7;7;5;6;7;6;5;7;5;4;7;7;7;7;6;7;0,955133866
Masculino;36;Superior completo;Sistemas de Informação;2007;13;4;Gerente;Ágil;30;30; ;4;5;5;6;5;5;6;5;6;5;5;5;4;4;5;7;7;6;7;0,955133866
Masculino;38;Superior incompleto;Gestão Tecnologia da informação;2021;25;3;DBA;Híbrida;0;0; ;7;7;4;7;7;7;4;7;7;6;7;7;7;7;7;7;7;7;7;0,955133866
Masculino;35;Mestrado;Ciência da computação;2014;15;5;Gerente;Ágil;4;4; ;6;5;5;5;5;4;7;5;5;6;6;5;6;4;7;7;5;5;4;0,955133866
Masculino;29;Superior completo;Ciência da computação;2015;9;5;Desenvolvedor;Ágil;5;5; ;6;7;7;7;5;7;7;7;7;7;7;5;7;7;4;7;5;6;6;0,955133866
Feminino;28;Mestrado;Ciência da computação;2019;5;5;Desenvolvedor;Ágil;24;24; ;6;6;5;5;6;4;6;6;7;6;7;7;5;4;7;7;6;5;6;0,958190302
Masculino;43;Mestrado;Ciência da computação;1999;20;5;Gerente;Ágil;3;3; ;7;7;6;4;5;5;7;5;6;6;7;5;7;6;7;7;7;6;7;0,958190302
Masculino;24;Mestrado;Ciência da computação;2019;41;11;Gerente;Ágil;30;9; ;7;7;7;7;7;4;7;6;7;6;5;5;6;5;5;7;6;6;7;0,958190302
Masculino;40;Especialização;Sistemas de Informação;2019;18;2;Analista;Ágil;120;36; ;6;6;7;6;6;5;6;4;7;7;6;7;7;7;7;6;4;7;6;0,958190302
Masculino;30;Mestrado;Ciência da computação;2018;9;9;Desenvolvedor;Ágil;1;1; ;5;7;5;5;7;5;6;5;7;6;6;7;7;4;7;5;6;6;5;0,958190302
Masculino;40;Mestrado;Ciência da computação;2021;17;8;Gerente;Híbrida;24;24; ;6;5;4;5;5;4;7;6;6;6;6;6;7;6;7;7;6;5;7;0,958190302
Masculino;31;Especialização;Ciência da computação;2012;5;1;Desenvolvedor;Ágil;3;1; ;7;7;5;7;7;7;5;6;7;4;5;7;7;7;7;7;7;6;7;0,96123702
Masculino;30;Especialização;Banco de Dados;2015;7;7;Testador;Ágil;20;20; ;6;5;4;6;6;4;7;6;4;5;5;5;5;6;7;7;6;6;6;0,96123702
Masculino;29;Superior completo;Sistemas de Informação;2019;2;2;Desenvolvedor;Ágil;36;24; ;6;7;4;5;7;6;5;5;4;4;5;5;5;5;6;7;6;5;6;0,96123702
Masculino;26;Especialização;Ciência da computação;2016;3;3;Testador;Híbrida;6;1; ;7;7;7;7;5;4;5;6;7;7;5;6;7;7;7;7;7;7;7;0,96123702
Masculino;33;Superior completo;Ciência da computação;2009;10;10;Desenvolvedor;Ágil;10;1; ;6;6;6;6;5;5;7;7;5;6;4;4;4;6;5;7;5;6;6;0,96123702
Masculino;27;Superior completo;Sistemas de Informação;2018;5;1;Analista;Ágil;12;9; ;7;7;5;5;7;7;7;5;7;7;7;7;7;7;7;7;7;7;4;0,964274111
Masculino;33;Especialização;Sistemas de Informação;2014;10;3;Gerente;Ágil;8;8; ;6;6;7;6;5;4;6;4;6;4;4;6;6;5;6;7;6;6;5;0,964274111
Masculino;32;Superior completo;Sistemas de Informação;2019;8;5;Desenvolvedor;Ágil;13;8; ;7;7;5;7;5;7;7;4;6;5;6;7;5;6;6;7;7;7;7;0,976328005
Masculino;23;Superior incompleto;Engenharia da Computação;2021;1;1;Gerente;Ágil;8;8; ;5;7;6;6;7;7;6;5;4;6;5;7;7;7;7;7;7;7;5;0,976328005
Masculino;26;Mestrado;Engenharia da Computação;2020;3;4;Analista;Híbrida;4;4; ;3;5;5;4;5;6;6;4;5;5;4;6;6;5;6;7;6;6;5;0,976328005
Masculino;25;Superior completo;Sistemas de Informação;2016;4;4;Desenvolvedor;Ágil;36;3; ;6;7;5;5;7;5;6;7;7;5;4;6;7;7;7;7;7;6;7;0,976328005
Feminino;23;Superior incompleto;Análise de Sistemas;2020;3;3;Analista;Ágil;2;2; ;7;7;6;6;7;4;4;6;6;5;5;5;6;6;6;6;7;4;6;0,991189256
Feminino;24;Superior incompleto;Sistemas de Informação;2020;2;2;Desenvolvedor;Ágil;144;7; ;6;6;3;6;6;4;5;5;5;6;6;5;7;6;5;4;5;4;6;0,991189256
Masculino;56;Especialização;Sistemas de Informação;2019;35;10;DBA;Ágil;2;2; ;5;5;7;6;5;6;7;3;6;5;6;7;7;6;6;5;5;6;6;0,991189256
Masculino;36;Mestrado;Engenharia da Computação;2019;9;1;DBA;Ágil;4;4; ;7;5;6;6;4;6;7;7;7;6;7;5;6;7;6;7;4;6;7;0,994134847
Masculino;26;Superior completo;Ciência da computação;2019;10;4;Desenvolvedor;Ágil;7;5; ;4;5;5;6;4;5;6;4;5;5;4;6;6;4;7;7;5;4;5;0,994134847
Masculino;28;Superior completo;Sistemas de Informação;2017;4;4;Desenvolvedor;Tradicional;6;6; ;4;5;7;5;7;6;7;6;6;5;5;6;7;7;5;7;7;7;7;0,994134847
Masculino;24;Superior completo;Sistemas de Informação;2018;2;2;Desenvolvedor;Ágil;12;12; ;7;7;6;5;5;4;6;7;5;6;5;7;7;5;7;7;7;6;7;0,994134847
Masculino;30;Superior completo;Analise e Desenvolvimento de Sistemas;2019;3;2;Desenvolvedor;Híbrida;3;1; ;7;6;4;7;7;5;7;6;6;5;6;7;7;6;5;6;6;4;5;0,994134847
Masculino;38;Superior incompleto;Sistemas de Informação;2023;18;15;Desenvolvedor;Tradicional;14;14; ;7;7;5;5;5;7;6;6;5;5;5;7;4;6;6;7;7;7;7;1
Masculino;45;Especialização;Sistemas de Informação;2000;25;20;Desenvolvedor;Híbrida;10;5; ;6;4;4;7;6;5;6;6;5;5;5;6;6;4;4;7;5;6;4;1,002919714
Masculino;29;Superior completo;Análise e desenvolvimento de Sistemas;2015;9;4;Analista;Híbrida;4;4; ;7;7;6;6;7;3;7;6;7;6;6;6;7;5;7;7;7;7;6;1,002919714
Feminino;22;Superior incompleto;Ciência da computação;2021;1;1;Desenvolvedor;Ágil;6;1; ;5;6;4;5;6;4;4;5;6;5;5;6;5;4;7;7;7;5;6;1,011628298
Masculino;31;Mestrado;Ciência da computação;2009;10;8;Desenvolvedor;Ágil;7;3; ;5;6;6;5;7;5;7;4;5;5;5;4;6;4;6;6;7;4;5;1,011628298
Masculino;31;Especialização;Sistemas de Informação;2016;9;9;Analista;Ágil;1;1; ;5;6;7;7;6;5;7;7;7;6;7;6;4;4;7;7;7;6;6;1,014514547
Masculino;31;Superior completo;Sistemas de Informação;2016;7;6;Desenvolvedor;Híbrida;12;5; ;6;6;7;7;5;5;7;5;7;5;5;5;4;5;7;6;7;7;5;1,014514547
Feminino;29;Mestrado;Ciência da computação;2015;5;5;Testador;Híbrida;60;10; ;6;7;7;4;7;7;7;5;4;7;7;7;7;7;7;7;7;7;7;1,020262551
Masculino;39;Superior incompleto;Sistemas de Informação;2020;26;1;Gerente;Híbrida;39;36; ;6;7;7;7;4;7;7;7;7;7;6;5;4;7;7;7;7;7;7;1,020262551
Masculino;22;Superior completo;Análise e desenvolvimento de Sistemas;2019;2;2;Desenvolvedor;Ágil;9;4; ;6;6;7;7;6;4;5;6;6;5;5;7;7;4;7;7;7;5;6;1,025978352
Masculino;29;Especialização;Sistemas de Informação;2017;7;7;Analista;Híbrida;360;14; ;7;7;7;6;6;4;7;7;7;7;5;5;6;4;7;6;6;7;7;1,031662486
Masculino;30;Especialização;Ciência da computação;2013;9;6;Desenvolvedor;Ágil;60;2; ;6;6;6;5;6;3;5;6;5;6;7;7;5;4;7;6;7;6;6;1,045737659
Masculino;29;Superior incompleto;Ciência da computação;2019;7;6;Desenvolvedor;Ágil;8;8; ;5;4;4;7;5;7;5;7;7;7;7;6;5;6;6;5;6;5;5;1,045737659
Feminino;20;Superior incompleto;Engenharia da Computação;2021;2;2;Desenvolvedor;Ágil;1;1; ;4;6;5;3;4;5;6;5;4;3;4;5;5;6;5;7;5;5;6;1,048530021
Feminino;23;Superior incompleto;Ciência da computação;2020;3;1;Analista;Híbrida;6;1; ;6;7;6;4;6;4;7;5;5;6;6;5;5;7;7;7;7;5;7;1,048530021
Masculino;23;Superior completo;Sistemas de Informação;2016;5;4;Desenvolvedor;Ágil;24;12; ;5;6;3;5;4;4;6;6;4;5;4;6;4;5;6;7;6;5;6;1,048530021
Masculino;27;Mestrado;Ciência da computação;2020;3;3;Desenvolvedor;Ágil;12;3; ;7;6;7;6;7;6;6;6;7;6;4;7;4;4;6;7;6;7;5;1,054092553
Masculino;33;Mestrado;Ciência da computação;2015;8;4;Desenvolvedor;Híbrida;60;2; ;4;7;4;6;7;7;6;5;5;5;5;7;6;6;7;7;7;7;6;1,054092553
Masculino;23;Superior completo;Sistemas de Informação;2019;2;2;Analista;Ágil;36;12; ;6;7;7;3;7;7;7;6;5;7;5;7;7;7;6;6;6;7;7;1,056862841
Masculino;20;Superior incompleto;Sistemas de Informação;2021;2;2;Desenvolvedor;Ágil;24;12; ;6;7;4;6;7;5;6;4;4;6;5;5;7;5;5;7;6;7;6;1,056862841
Masculino;44;Superior incompleto;Sistemas de Informação;2019;18;1;Analista;Ágil;7;3; ;5;4;3;4;5;4;5;4;5;3;4;4;5;4;6;7;5;6;6;1,056862841
Masculino;19;Superior incompleto;Ciência da computação;2022;2;1;Gerente;Ágil;3;3; ;4;3;6;5;4;6;6;4;3;6;3;4;4;6;5;5;4;5;5;1,065130473
Masculino;30;Superior completo;Sistemas de Informação;2015;5;4;Desenvolvedor;Ágil;3;2; ;4;6;3;6;6;5;5;6;6;6;4;6;6;5;6;7;6;7;7;1,065130473
Masculino;22;Superior incompleto;Engenharia da Computação;2022;3;3;Desenvolvedor;Ágil;24;4; ;5;7;4;5;6;7;6;7;6;5;4;7;7;6;7;7;7;7;7;1,067872126
Masculino;27;Superior completo;Análise e Desenvolvimento de Sistemas;2014;7;7;Desenvolvedor;Ágil;1;1; ;6;7;7;7;6;3;7;5;6;7;6;7;5;7;6;7;6;5;7;1,067872126
Masculino;30;Superior completo;Ciência da computação;2017;2;2;Desenvolvedor;Ágil;14;12; ;3;6;5;4;6;5;6;5;4;4;4;5;5;5;6;7;7;5;6;1,067872126
Masculino;39;Superior completo;Sistemas de Informação;2008;14;11;Analista;Ágil;6;6; ;5;5;5;4;5;4;7;4;5;4;4;5;4;5;6;7;7;6;6;1,067872126
Masculino;28;Superior completo;Analise e desenvolvimento de sistemas;2016;7;4;Desenvolvedor;Ágil;2;2; ;5;5;4;5;4;3;4;4;3;3;4;5;5;3;5;7;5;4;6;1,070606758
Masculino;26;Superior completo;Análise e desenvolvimento de sistemas;2015;4;4;Desenvolvedor;Ágil;12;12; ;7;5;6;7;7;7;7;7;7;6;6;7;7;3;7;7;7;7;5;1,070606758
Masculino;30;Superior completo;Engenharia da Computação;2018;6;3;Gerente;Ágil;3;3; ;5;5;4;6;5;4;7;4;6;4;5;6;6;5;6;7;7;5;7;1,073334423
Masculino;33;Especialização;Engenharia de Software;2013;14;13;Analista;Híbrida;126;126; ;7;7;7;7;7;6;7;4;5;6;7;7;5;4;5;7;6;6;5;1,078769062
Masculino;28;Superior completo;Sistemas de Informação;2013;4;4;Desenvolvedor;Híbrida;20;20; ;7;7;4;6;6;5;7;5;6;7;5;7;5;4;5;7;6;7;7;1,078769062
Masculino;25;Superior incompleto;Sistemas de Informação;2020;2;2;Desenvolvedor;Tradicional;0;0; ;7;4;5;4;5;5;6;6;6;7;7;7;6;5;7;7;7;7;7;1,078769062
Masculino;37;Especialização;Sistemas de Informação;2006;15;1;Gerente;Híbrida;10;10; ;7;7;7;7;6;6;7;5;6;5;3;7;7;5;6;7;7;7;6;1,08417646
Masculino;25;Superior completo;Sistemas de Informação;2016;1;1.5;Analista;Tradicional;15;12; ;5;7;4;5;5;6;5;7;5;7;5;6;5;4;6;7;7;7;7;1,08417646
Masculino;27;Especialização;Análise e Desenvolvimento de Sistemas;2018;4;4;Desenvolvedor;Ágil;13;13; ;6;7;5;5;6;3;4;6;6;6;5;7;6;6;6;7;7;5;7;1,08417646
Masculino;34;Especialização;Banco de Dados Oracle;2014;7;5;DBA;Ágil;36;8; ;6;6;6;6;7;6;6;6;7;5;5;4;6;6;4;6;7;7;3;1,097578408
Masculino;44;Superior completo;Sistemas de Informação;1997;15;15;Desenvolvedor;Híbrida;10;10; ;5;5;7;7;7;5;7;7;5;5;5;7;4;5;5;7;7;7;5;1,100239208
Masculino;24;Superior completo;Sistemas de Informação;2018;4;4;Desenvolvedor;Ágil;36;17; ;4;7;6;6;7;7;7;5;6;5;6;6;4;5;4;7;7;7;6;1,100239208
Masculino;26;Superior completo;Ciência da computação;2017;2;4;Testador;Ágil;37;14; ;7;7;5;5;5;6;7;7;6;6;6;5;3;6;5;7;7;5;7;1,100239208
Feminino;31;Superior completo;Sistemas de Informação;2014;5;2;Desenvolvedor;Ágil;48;24; ;6;7;5;7;6;3;6;7;6;6;5;7;6;6;7;6;7;7;4;1,105541597
Masculino;25;Superior completo;Sistemas de Informação;2016;4;2;Desenvolvedor;Híbrida;6;6; ;7;3;5;4;7;6;7;6;6;5;5;6;5;5;5;7;6;5;7;1,116070802
Feminino;22;Especialização;Gestão da Tecnologia da Informação;2017;2;2;Desenvolvedor;Ágil;12;10; ;7;7;6;5;3;4;7;7;6;5;6;5;6;7;7;6;6;5;6;1,118687619
Masculino;24;Mestrado;Ciência da computação;2020;2;1;Desenvolvedor;Ágil;12;1; ;5;7;7;5;6;6;5;5;7;6;5;6;5;3;7;7;7;7;5;1,118687619
Masculino;24;Superior completo;Ciência da computação;2019;3;3;Analista;Ágil;120;3; ;4;6;4;7;7;7;5;7;5;6;5;5;7;7;7;7;7;7;7;1,118687619
Masculino;35;Especialização;Sistemas de Informação;2007;5;2;Analista;Ágil;12;3; ;6;5;4;4;6;4;5;4;5;4;3;7;6;6;6;6;5;7;5;1,118687619
Feminino;29;Especialização;Governança de TI;2017;5;5;Testador;Ágil;11;11; ;3;4;5;4;5;3;4;3;3;5;4;5;5;5;5;7;6;5;3;1,121298329
Masculino;36;Mestrado;Ciência da computação;2014;15;14;Desenvolvedor;Ágil;60;48; ;3;5;6;5;7;6;6;5;7;6;6;6;5;6;6;7;5;6;3;1,121298329
Masculino;24;Superior incompleto;Sistemas de Informação;2020;1;1;Analista;Ágil;10;10; ;6;5;6;6;6;3;7;5;5;6;5;3;5;5;5;7;6;6;7;1,123902974
Masculino;25;Superior completo;Sistemas de Informação;2018;5;5;Desenvolvedor;Ágil;24;3; ;7;6;3;5;4;4;6;6;5;6;5;4;5;6;6;7;6;6;7;1,123902974
Masculino;30;Mestrado;Ciência da computação;2017;9;9;Desenvolvedor;Híbrida;2;2; ;5;6;4;4;6;5;5;3;3;3;3;5;5;6;5;6;4;5;3;1,123902974
Masculino;26;Superior completo;Engenharia Civil;2018;2;2;Desenvolvedor;Ágil;48;14; ;4;7;5;6;4;6;7;7;7;7;6;6;7;6;7;7;7;5;4;1,129094239
Feminino;27;Superior completo;Sistemas de Informação;2014;5;3;Analista;Híbrida;240;10; ;6;7;6;6;4;4;6;3;5;5;5;4;5;4;7;6;5;4;4;1,129094239
Masculino;37;Superior completo;Ciência da computação;2007;19;8;Gerente;Tradicional;18;18; ;4;6;4;3;6;4;6;3;5;5;5;6;4;4;6;7;5;6;5;1,129094239
Masculino;30;Superior completo;Sistemas de Informação;2013;10;7;Desenvolvedor;Ágil;36;36; ;3;6;6;3;5;5;6;3;4;3;5;6;4;4;5;6;6;5;5;1,147078669
Masculino;25;Superior incompleto;ADS;2020;5;5;Desenvolvedor;Ágil;6;3; ;5;7;5;4;7;7;7;7;7;7;7;7;5;4;7;7;5;7;7;1,147078669
Masculino;27;Superior completo;Ciência da computação;2016;3;3;Desenvolvedor;Ágil;60;3; ;7;4;5;4;6;6;6;6;6;6;6;6;7;5;5;3;7;7;7;1,147078669
Masculino;23;Superior completo;Sistemas de Informação;2018;3;3;Desenvolvedor;Ágil;7;2; ;5;4;4;7;7;7;5;7;7;7;7;7;5;7;6;7;5;7;5;1,149624907
Masculino;25;Superior completo;Sistemas de Informação;2017;3;2;Desenvolvedor;Híbrida;20;14; ;5;6;4;3;5;4;5;4;6;5;5;5;7;7;6;3;6;6;5;1,149624907
Masculino;32;Superior completo;Sistemas de Informação;2014;7;7;Analista;Ágil;36;13; ;6;5;4;5;7;7;7;7;5;7;7;7;7;4;5;5;5;5;7;1,149624907
Masculino;32;Especialização;Ciência da computação;2013;8;8;Testador;Ágil;3;3; ;6;7;6;6;6;5;6;7;5;6;6;7;7;6;7;6;6;7;2;1,154700538
Masculino;31;Mestrado;Ciência da computação;2018;13;10;Desenvolvedor;Ágil;18;18; ;6;6;7;4;4;7;7;7;7;6;4;5;5;7;5;7;7;7;6;1,154700538
Feminino;26;Mestrado;Ciência da computação;2019;1;1;Testador;Tradicional;72;18; ;4;6;3;3;4;4;5;4;4;4;3;5;5;6;7;5;6;6;5;1,157230006
Masculino;34;Mestrado;Ciência da computação;2014;10;11;Desenvolvedor;Ágil;9;9; ;5;4;3;6;7;6;6;3;5;5;6;7;6;7;5;5;6;5;5;1,164785451
Masculino;37;Superior completo;Sistemas de Informação;2011;8;8;Gerente;Híbrida;216;84; ;4;6;6;6;5;3;6;5;6;6;6;4;5;4;5;7;7;4;7;1,164785451
Masculino;28;Superior incompleto;Sistemas de Informação;2019;7;4;Analista;Híbrida;2;2; ;7;4;5;5;5;4;7;5;6;5;5;7;7;5;7;7;7;4;5;1,164785451
Masculino;27;Superior completo;Sistemas de Informação;2015;3;3;Analista;Ágil;132;12; ;7;5;7;6;6;7;7;7;7;7;7;7;4;7;3;6;7;7;7;1,164785451
Feminino;28;Superior incompleto;Ciência da computação;2021;10;1;Desenvolvedor;Ágil;6;1; ;7;7;4;6;6;4;7;5;6;5;4;7;7;7;7;7;7;7;7;1,167293065
Masculino;27;Superior completo;Análise e desenvolvimento de sistemas;2018;7;6;Desenvolvedor;Ágil;1;1; ;5;7;6;7;4;6;7;5;5;7;5;7;6;3;6;7;6;7;5;1,167293065
Masculino;24;Superior incompleto;Ciência da computação;2021;6;1;Desenvolvedor;Ágil;1;1; ;7;7;5;7;7;3;6;7;6;7;4;6;7;6;7;6;7;7;5;1,167293065
Feminino;40;Mestrado;Ciência da computação;2006;15;5;Gerente;Ágil;48;6; ;3;4;4;3;5;5;6;6;5;6;4;5;6;5;4;7;6;5;3;1,167293065
Masculino;23;Superior completo;Sistemas de Informação;2018;5;3;Analista;Ágil;60;24; ;4;5;3;6;3;3;6;4;5;3;4;4;3;4;7;4;4;4;3;1,167293065
Masculino;25;Superior completo;Sistemas de Informação;0;4;4;Analista;Híbrida;12;3; ;7;7;5;7;7;4;7;4;7;7;4;7;7;7;7;7;7;7;7;1,169795304
Masculino;23;Superior incompleto;Ciência da computação;2020;3;3;Desenvolvedor;Ágil;9;3; ;7;7;4;7;7;5;4;7;7;7;4;7;7;7;7;7;7;7;7;1,169795304
