sexo;idade;formacao;curso;anoFormacao;tempoProfissional;tempoFuncao;funcao;metodologia;existenciaProjeto;mesesNoProjeto;@12.Emrelaçãoassuascaracterísticasporfavorresponda;S1;S2;S3;C2;C3;C4;C1;EM4;EM1;EM3;EM2;T3;T1;T4;T2;I2;I1;I4;I3;@13.Pararesponderasquestõesabaixoconsidereseuprojetoatua;equipe1;reque1;reque2;reque3;tec1;req4;tec2;tec3;tec4;req5;equipe2;equipe3;req6;tec5;tec6;req7;equipe4;@14.Emrelaçãoaoseudiaadiadotrabalho;ci2;et6;ci3;et4;ee6;ee2;et5;ci1;ee4;ee1;et1;et2;et3;ee3;ci4;ee5;@15.Emrelaçãoasuasatisfaçãocomotrabalho;sat1;sat2;sat3;sat4;FAC1_1;FAC2_1;FAC3_1;FAC4_1;FAC5_1;FAC1_2;FAC2_2;FAC3_2;FAC4_2;FAC5_2;satisfacao;stress_ad;criatividade_ad;treinamento_ad;interpessoal_ad;burnout_cinismo;burnout_exaustao;burnout_et;crise_ad;instabilidade;adapt;inst_req;inst_equipe;inst_tec;burnt_total;et1i;et2i;et4i;et6i;et5i;et3i
Feminino;27;Superior completo;Sistemas de Informação;2016;5;5;Desenvolvedor;Ágil;12;2; ;7;7;7;7;7;7;7;7;5;5;5;7;7;7;7;7;7;7;7; ;6;6;6;6;6;6;6;6;6;6;6;7;6;7;6;6;6; ;1;7;1;7;1;1;6;1;1;1;7;7;7;1;1;1; ;7;7;1;6;0,349016048;1,26503764;1,181953929;1,165799365;1,01691538;0,349016048;1,26503764;1,181953929;1,165799365;1,01691538;7;7;7;7;7;1;1;6,833333333;5,5;104;6,7;30;25;18;2,944444444;1;1;1;1;2;1
Feminino;24;Superior completo;Sistemas para Internet;2018;2;1;Desenvolvedor;Ágil;10;10; ;6;6;6;7;5;4;7;6;7;5;7;7;6;5;6;7;6;6;6; ;7;6;7;7;3;7;6;5;4;7;2;3;7;5;7;3;4; ;6;6;3;3;5;4;6;3;2;4;4;4;6;6;3;4; ;4;5;2;6;0,523351322;-0,049900503;0,106731051;0,8814576;0,035584369;0,523351322;-0,049900503;0,106731051;0,8814576;0,035584369;5;6;5,333333333;6;6,25;3,75;4,166666667;4,833333333;6,25;90;5,966666667;35;15;13;4,25;4;4;5;2;2;2
Feminino;23;Superior incompleto;Análise de Sistemas;2020;3;3;Analista;Ágil;2;2; ;7;7;6;6;7;4;4;6;6;5;5;5;6;6;6;6;7;4;6; ;6;6;2;3;2;7;1;6;5;7;3;5;6;1;5;7;7; ;7;4;2;1;7;7;3;7;7;7;5;1;5;7;7;7; ;1;1;7;1;0,173399361;0,179885312;0,061393732;0,250214567;-0,969352172;0,173399361;0,179885312;0,061393732;0,250214567;-0,969352172;1;6,666666667;5,666666667;5,75;5,75;5,75;7;3,166666667;5,5;79;5,866666667;25;21;10;5,305555556;3;7;7;4;5;3
Feminino;25;Superior incompleto;Sistemas de Informação;2020;4;4;Desenvolvedor;Ágil;36;6; ;3;3;1;5;6;5;2;3;2;5;3;5;4;6;4;7;6;6;7; ;2;7;7;6;5;7;1;5;3;6;2;7;7;5;7;7;4; ;7;1;2;2;7;7;1;7;6;7;6;3;3;7;2;7; ;2;3;6;2;-1,682470935;-1,912697886;-0,36204227;-4,207451104;1,115758812;-1,682470935;-1,912697886;-0,36204227;-4,207451104;1,115758812;2,333333333;2,333333333;5,333333333;4,75;6,5;4,5;6,833333333;2,666666667;3,25;88;4,433333333;33;18;10;4,666666667;2;5;6;7;7;5
Feminino;25;Especialização;Engenharia da Computação;2020;6;6;Desenvolvedor;Ágil;12;6; ;5;7;6;5;5;1;5;7;5;5;5;4;7;4;7;7;6;5;7; ;6;7;6;5;6;6;3;6;6;6;3;4;5;5;7;5;5; ;6;5;6;4;1;6;7;6;2;5;5;2;4;6;6;7; ;4;2;2;6;-0,253739597;0,248382388;0,628011921;0,076645928;-2,251983702;-0,253739597;0,248382388;0,628011921;0,076645928;-2,251983702;4;6;3,666666667;5,5;6,25;6;4,5;4,5;5,5;91;5,383333333;28;18;14;5;3;6;4;3;1;4
Feminino;24;Superior completo;Ciência da computação;2016;6;6;DBA;Híbrida;60;14; ;5;6;4;4;5;4;4;4;4;5;6;5;4;4;5;6;6;5;6; ;4;3;3;5;3;4;3;6;3;3;3;4;5;5;7;3;3; ;7;3;1;4;1;6;5;3;4;3;7;6;4;5;1;7; ;2;3;4;4;-0,666060297;-1,334209201;-0,600753365;-1,312015259;-0,783893559;-0,666060297;-1,334209201;-0,600753365;-1,312015259;-0,783893559;3;5;4,333333333;4,5;5,75;3;4,333333333;4,833333333;4,75;67;4,866666667;20;14;9;4,055555556;1;2;4;5;3;4
Feminino;27;Superior completo;Sistemas de Informação;2014;5;3;Analista;Híbrida;240;10; ;6;7;6;6;4;4;6;3;5;5;5;4;5;4;7;6;5;4;4; ;7;5;5;4;4;5;4;5;4;4;6;2;7;2;7;4;7; ;4;4;3;4;2;3;5;3;2;2;7;5;4;4;1;4; ;5;5;2;6;-1,101204785;-0,580227147;-1,501686344;1,380695069;-1,598718849;-1,101204785;-0,580227147;-1,501686344;1,380695069;-1,598718849;5,333333333;6,333333333;4,666666667;5;4,75;2,75;2,833333333;4,833333333;4,5;82;5,05;25;19;15;3,472222222;1;3;4;4;3;4
Feminino;27;Especialização;Ciência da computação;2020;7;1;Gerente;Ágil;4;4; ;5;7;7;4;7;7;7;7;7;5;1;7;7;7;7;7;7;7;7; ;7;7;1;1;7;1;4;7;7;1;7;7;7;4;3;7;7; ;1;7;1;5;1;4;6;1;1;1;7;7;7;1;1;1; ;6;6;1;7;-0,54217846;1,790272912;1,467197136;0,79393736;0,221369663;-0,54217846;1,790272912;1,467197136;0,79393736;0,221369663;6,333333333;6,333333333;6;7;7;1;1,5;6,5;5;85;6,266666667;11;28;18;3;1;1;3;1;2;1
Feminino;38;Mestrado;Mestrado em sistemas e computação;2010;19;19;Desenvolvedor;Ágil;12;2; ;6;4;4;7;7;5;7;6;6;7;4;7;7;4;7;7;7;7;7; ;5;7;5;5;5;5;1;3;5;4;4;1;5;3;7;7;3; ;7;2;4;4;4;6;4;5;2;7;4;3;4;7;4;7; ;2;1;2;5;0,186121094;0,284105717;0,652996249;-0,514645128;1,543925197;0,186121094;0,284105717;0,652996249;-0,514645128;1,543925197;3;4,666666667;6,333333333;6,25;7;5;5,5;3,5;5,75;75;6;24;17;9;4,666666667;4;5;4;6;4;4
Feminino;27;Especialização;Engenharia da Computação;2021;2;3;Testador;Ágil;1;6; ;6;6;6;6;6;6;6;6;6;6;6;6;6;6;5;6;6;6;6; ;6;6;6;6;6;5;6;6;5;6;6;6;6;6;6;6;6; ;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6; ;6;6;6;2;0,616381525;-0,219951894;-0,464128938;0,236775343;0,438181785;0,616381525;-0,219951894;-0,464128938;0,236775343;0,438181785;4,666666667;6;6;5,75;6;6;6;6;6;100;5,95;29;24;18;6;2;2;2;2;2;2
Feminino;25;Especialização;Engenharia de Software;2018;6;1;DBA;Ágil;36;36; ;6;6;6;5;5;6;7;5;6;7;6;7;7;6;7;7;7;7;7; ;7;6;7;6;7;7;7;3;5;6;7;7;6;5;7;6;2; ;3;5;2;4;5;5;5;1;1;4;7;5;5;1;1;5; ;5;5;1;6;0,620613751;0,944543313;0,660072951;0,252729675;0,371160579;0,620613751;0,944543313;0,660072951;0,252729675;0,371160579;5,666666667;6;5,333333333;6,75;7;1,75;3,5;5,166666667;6;101;6,216666667;32;27;16;3,472222222;1;3;4;3;3;3
Feminino;20;Superior incompleto;Engenharia da Computação;2021;2;2;Desenvolvedor;Ágil;1;1; ;4;6;5;3;4;5;6;5;4;3;4;5;5;6;5;7;5;5;6; ;1;3;4;6;7;4;2;7;1;5;5;4;6;4;6;5;5; ;5;5;3;4;3;4;5;4;2;2;4;3;3;4;3;4; ;5;5;2;5;-1,526073894;-0,685811368;-0,443616842;-0,319328578;-1,10611152;-1,526073894;-0,685811368;-0,443616842;-0,319328578;-1,10611152;5,333333333;5;4;5,25;5,75;3,75;3,166666667;4;4;75;4,8;25;15;14;3,638888889;4;5;4;3;3;5
Feminino;30;Mestrado;Ciência da computação;2012;5;5;Analista;Ágil;3;2; ;4;5;4;4;4;4;4;6;4;5;5;4;6;6;6;4;6;6;6; ;7;6;6;6;5;6;5;5;5;6;7;6;6;6;6;6;7; ;6;3;3;4;6;6;5;4;6;7;4;3;5;7;2;7; ;4;3;6;2;-0,20749321;0,025762877;-1,509090297;-1,697311709;-1,569544471;-0,20749321;0,025762877;-1,509090297;-1,697311709;-1,569544471;3;4,333333333;4;5,5;5,5;3,75;6,5;4;5;101;4,866666667;30;26;17;4,75;4;5;4;5;3;3
Feminino;35;Mestrado;Ciência da computação;2012;14;14;Analista;Híbrida;6;6; ;6;6;5;6;5;5;5;4;7;5;6;7;5;7;6;7;6;4;6; ;2;5;7;5;2;5;2;4;5;5;4;2;3;5;3;5;3; ;3;5;1;4;2;2;6;2;2;2;7;6;5;7;2;7; ;5;5;2;6;0,071169376;-0,140668451;-0,335119792;-0,063111349;-0,233540397;0,071169376;-0,140668451;-0,335119792;-0,063111349;-0,233540397;5,333333333;5,666666667;5,333333333;6,25;5,75;2;3,666666667;5,5;5,5;67;5,7;25;13;7;3,722222222;1;2;4;3;2;3
Feminino;33;Especialização;Sistemas de Informação;2017;2;1;Testador;Ágil;3;3; ;6;7;4;2;7;1;5;7;6;7;7;7;7;7;7;7;7;7;7; ;7;5;7;5;6;4;7;3;3;7;7;7;6;3;3;2;7; ;1;7;1;7;5;1;7;1;1;1;7;7;6;1;1;1; ;7;7;1;6;1,074848701;1,701012159;1,235184126;-1,471873455;-1,098572969;1,074848701;1,701012159;1,235184126;-1,471873455;-1,098572969;7;5,666666667;3,333333333;7;7;1;1,666666667;6,833333333;6,75;89;5,95;29;23;20;3,166666667;1;1;1;1;1;2
Feminino;23;Superior incompleto;Ciência da computação;2021;1;1;Desenvolvedor;Ágil;30;11; ;7;7;7;7;7;7;7;7;7;7;6;7;7;7;7;7;7;7;7; ;7;6;7;5;6;5;5;4;7;7;7;7;7;7;7;7;4; ;5;6;1;5;4;4;5;1;1;3;7;7;7;6;1;4; ;5;5;1;7;1,406415009;1,219109847;1,050030517;1,143467116;1,06940509;1,406415009;1,219109847;1,050030517;1,143467116;1,06940509;5,666666667;7;7;7;7;2;3,666666667;6,166666667;6,75;105;6,95;31;28;15;3,944444444;1;1;3;2;3;1
Feminino;23;Superior incompleto;Ciência da computação;2020;3;1;Analista;Híbrida;6;1; ;6;7;6;4;6;4;7;5;5;6;6;5;5;7;7;7;7;5;7; ;7;7;6;6;7;6;1;6;5;5;5;1;5;3;7;1;6; ;2;4;3;5;2;4;5;5;1;1;7;5;6;5;1;3; ;5;3;1;5;0,162328416;0,219392061;0,656840549;0,701173072;-1,005435322;0,162328416;0,219392061;0,656840549;0,701173072;-1,005435322;5;6,333333333;4,666666667;6;6,5;2,75;2,666666667;5,333333333;5,5;84;5,8;28;14;14;3,583333333;1;3;3;4;3;2
Feminino;29;Especialização;Governança de TI;2017;5;5;Testador;Ágil;11;11; ;3;4;5;4;5;3;4;3;3;5;4;5;5;5;5;7;6;5;3; ;6;4;5;4;6;4;6;6;5;6;6;2;6;6;5;2;3; ;5;2;4;5;4;5;4;2;5;6;6;4;3;6;6;6; ;5;6;5;3;-2,249783891;-1,01575677;-1,367487327;-1,305663242;-0,190839238;-2,249783891;-1,01575677;-1,367487327;-1,305663242;-0,190839238;4,666666667;4;4;5;5,25;4,25;5,333333333;4;3,75;82;4,4;25;16;15;4,527777778;2;4;3;6;4;5
Feminino;20;Superior incompleto;Design;2022;3;2;Designer;Ágil;2;2; ;5;7;6;5;7;7;6;7;7;7;7;5;6;7;7;7;7;6;7; ;7;7;7;7;7;7;7;7;7;7;7;7;7;5;7;7;3; ;7;4;5;4;7;7;4;3;1;7;7;2;6;7;5;7; ;4;7;1;6;1,326229305;0,520437535;0,756853321;0,219588307;0,404350689;1,326229305;0,520437535;0,756853321;0,219588307;0,404350689;6;6;6,333333333;6,25;6,75;5;6;4,5;7;113;6,466666667;35;28;17;5,166666667;1;6;4;4;4;2
Feminino;24;Superior completo;Ciência da computação;2019;2;1;Desenvolvedor;Ágil;24;3; ;5;5;3;4;6;4;4;6;5;3;3;6;7;5;6;7;6;5;7; ;6;3;2;2;4;3;1;2;5;3;5;1;3;5;5;1;6; ;4;4;1;6;2;3;5;3;1;5;7;5;4;4;1;4; ;6;5;1;7;-1,248489477;0,253887775;0,329255815;-1,792933146;-0,499674394;-1,248489477;0,253887775;0,329255815;-1,792933146;-0,499674394;6;4,333333333;4,666666667;6;6,25;2,25;3,166666667;5,166666667;4,25;57;5,1;13;13;11;3,527777778;1;3;2;4;3;4
Feminino;30;Superior completo;Sistemas de Informação;2013;6;5;Testador;Ágil;2;1; ;4;5;5;5;1;1;5;5;5;5;1;5;7;5;6;6;6;6;5; ;7;6;6;6;3;6;3;3;3;6;7;6;6;3;6;6;7; ;7;3;3;3;6;7;3;5;5;7;5;3;3;7;3;7; ;6;5;5;3;-1,523544335;0,391562768;-0,596963811;-0,569424543;-2,994682581;-1,523544335;0,391562768;-0,596963811;-0,569424543;-2,994682581;4,666666667;4,666666667;2,333333333;5,75;5,75;4,5;6,5;3,333333333;4;90;4,5;30;26;13;4,777777778;3;5;5;5;5;5
Feminino;27;Superior completo;Análise e Desenvolvimento de Sistemas;2018;6;6;Analista;Ágil;8;3; ;2;4;4;7;6;5;6;5;4;5;4;6;6;5;7;6;6;5;5; ;2;6;4;4;6;6;2;6;6;2;2;2;4;6;6;4;2; ;2;5;1;7;2;1;6;1;1;1;7;7;7;2;1;2; ;7;5;1;6;-1,518802806;-0,250324143;-1,120313268;-0,841666616;1,158901208;-1,518802806;-0,250324143;-1,120313268;-0,841666616;1,158901208;6,333333333;3,333333333;6;6;5,5;1,25;1,5;6,5;4,5;70;5,066666667;20;10;10;3,083333333;1;1;1;3;2;1
Feminino;30;Superior completo;Análise e Desenvolvimento de Sistemas;2015;7;5;Desenvolvedor;Ágil;2;2; ;4;7;6;3;3;3;7;7;6;7;5;5;5;4;3;7;7;7;7; ;2;6;7;6;1;6;1;1;1;6;1;1;6;4;5;7;4; ;4;6;1;6;5;4;5;1;1;1;7;7;7;3;1;4; ;6;6;1;7;0,455284783;-1,247587141;1,09415646;-0,0311644;-1,819468177;0,455284783;-1,247587141;1,09415646;-0,0311644;-1,819468177;6,333333333;5,666666667;3;4,25;7;1,75;3;6,333333333;6,25;65;5,233333333;31;11;6;3,694444444;1;1;2;2;3;1
Feminino;27;Mestrado;Ciência da computação;2018;3;3;Desenvolvedor;Ágil;28;7; ;6;6;6;6;6;6;6;6;6;4;6;7;6;6;6;7;6;6;6; ;2;2;4;2;2;2;2;2;3;2;3;2;2;5;2;2;2; ;5;6;1;5;4;3;4;4;2;3;6;6;6;4;2;5; ;4;5;2;3;-0,031021361;0,255977218;0,130636475;0,377719404;0,607408087;-0,031021361;0,255977218;0,130636475;0,377719404;0,607408087;5;6;6;6,25;6,25;3;3,5;5,5;5,5;41;6;12;9;6;4;2;2;3;2;4;2
Feminino;25;Superior completo;Ciência da computação;2018;1.4;1;Desenvolvedor;Híbrida;5;6; ;5;6;4;5;4;5;6;5;4;4;4;4;3;3;5;5;4;4;3; ;3;5;6;5;5;4;2;6;2;6;6;1;7;5;5;3;2; ;2;5;2;6;4;2;6;5;1;3;5;4;4;5;2;5; ;7;7;1;7;-1,620944595;-1,977552244;-2,495965263;0,356689845;-1,120557512;-1,620944595;-1,977552244;-2,495965263;0,356689845;-1,120557512;7;5;4,666666667;3,75;4;2,75;3,333333333;5;4,25;73;4,333333333;28;13;9;3,694444444;3;4;2;3;2;4
Feminino;22;Especialização;Gestão da Tecnologia da Informação;2017;2;2;Desenvolvedor;Ágil;12;10; ;7;7;6;5;3;4;7;7;6;5;6;5;6;7;7;6;6;5;6; ;7;7;7;7;7;1;3;6;7;7;5;6;6;2;6;7;2; ;1;7;1;7;6;2;4;1;1;1;7;7;5;2;1;1; ;7;7;1;1;0,656637715;0,652918568;-0,306112446;1,251616399;-2,325434596;0,656637715;0,652918568;-0,306112446;1,251616399;-2,325434596;7;6,666666667;4;6,25;5,75;1;2,166666667;6,166666667;6;93;5,733333333;28;25;12;3,111111111;1;1;1;1;4;3
Feminino;42;Especialização;MBA em gestão de projetos;2013;25;4;Gerente;Híbrida;5;4; ;6;7;6;5;6;7;6;7;6;7;6;7;7;6;7;6;7;7;6; ;6;6;6;6;5;4;5;6;7;7;7;6;6;6;6;5;5; ;6;5;4;4;4;6;6;3;2;4;3;4;3;6;2;6; ;5;4;2;6;0,90454476;1,327763452;0,351871242;0,168941106;0,526134462;0,90454476;1,327763452;0,351871242;0,168941106;0,526134462;5;6,333333333;6;6,75;6,5;3,75;4,666666667;4,166666667;6,5;99;6,416666667;29;24;15;4,194444444;5;4;4;3;2;5
Feminino;24;Superior incompleto;Sistemas de Informação;2020;2;2;Desenvolvedor;Ágil;144;7; ;6;6;3;6;6;4;5;5;5;6;6;5;7;6;5;4;5;4;6; ;2;7;5;5;6;5;3;4;3;6;2;5;6;6;7;4;5; ;6;4;2;2;4;4;4;4;4;5;6;4;5;5;2;4; ;3;4;4;4;0,388318536;-0,286186595;-2,081421751;-0,911371576;-0,602018958;0,388318536;-0,286186595;-2,081421751;-0,911371576;-0,602018958;3,666666667;5;5,333333333;5,75;4,75;3,5;4,333333333;4,166666667;5,5;81;5,266666667;27;13;14;4;2;4;6;4;4;3
Feminino;24;Superior completo;Engenharia da Computação;2019;4;3;Desenvolvedor;Ágil;6;6; ;6;6;2;5;5;5;6;6;3;7;6;5;5;4;4;5;3;3;5; ;3;2;2;3;5;2;4;4;3;5;1;1;2;5;3;3;5; ;5;3;3;4;2;5;6;5;2;5;5;4;5;2;1;5; ;5;5;2;6;-0,100170245;-1,927964036;-2,742179336;-0,923846083;-0,159576183;-0,100170245;-1,927964036;-2,742179336;-0,923846083;-0,159576183;5,333333333;4,666666667;5;4,5;4;3,5;3,5;4,5;5,5;53;4,733333333;14;8;14;3,833333333;3;4;4;5;2;3
Feminino;50;Especialização;Pós Graduação Projetos Ágeis;2019;23;8;Gerente;Ágil;7;7; ;7;7;7;7;7;5;6;7;6;5;7;5;4;7;7;7;7;6;7; ;2;2;3;1;1;2;1;2;2;2;3;1;1;7;7;1;1; ;1;6;1;6;7;2;7;1;1;2;7;7;7;5;1;7; ;6;5;1;6;1,032765904;-0,074914971;0,996434357;1,11623782;-0,169593906;1,032765904;-0,074914971;0,996434357;1,11623782;-0,169593906;6;7;6,333333333;5,75;6,75;1;4;6,666666667;6,25;39;6,416666667;9;7;3;3,888888889;1;1;2;2;1;1
Feminino;26;Especialização;Sistemas de Informação;2017;4;2;Desenvolvedor;Híbrida;10;2; ;6;7;6;5;6;5;7;5;6;5;6;6;6;6;6;7;7;6;6; ;3;7;5;6;4;7;2;3;1;6;3;2;6;5;4;2;4; ;1;5;1;6;1;2;6;1;1;2;7;6;6;4;1;5; ;6;7;1;5;-0,013081821;0,298265113;0,592693643;0,886503362;-0,213756215;-0,013081821;0,298265113;0,592693643;0,886503362;-0,213756215;6,666666667;6,333333333;5,333333333;6;6,5;1;2,5;6;5,5;70;5,933333333;30;10;10;3,166666667;1;2;2;3;2;2
Feminino;24;Superior completo;Sistemas de Informação;2016;3;3;Testador;Tradicional;60;24; ;3;7;4;7;6;2;6;4;4;4;5;4;4;4;4;7;6;5;7; ;7;7;7;7;6;6;6;7;3;7;6;4;7;5;7;2;7; ;7;2;1;2;6;6;6;7;6;7;7;1;5;7;2;7; ;1;1;6;2;-1,24343423;-2,154673974;0,435137033;-0,276325174;-0,62081104;-1,24343423;-2,154673974;0,435137033;-0,276325174;-0,62081104;1,333333333;4,666666667;5;4;6,25;4,25;6,5;3,833333333;4,25;101;4,833333333;34;19;19;4,861111111;1;7;6;6;2;3
Feminino;24;Superior completo;Ciência da computação;2018;2;2;Testador;Híbrida;204;19; ;4;6;6;4;4;2;7;6;6;6;5;7;6;7;7;7;7;6;7; ;5;3;5;4;2;4;1;4;3;5;2;2;5;4;4;1;2; ;6;7;1;3;1;5;6;1;1;3;4;4;5;6;1;6; ;5;6;1;7;0,017413597;0,957459447;0,811239839;0,028355003;-1,392313596;0,017413597;0,957459447;0,811239839;0,028355003;-1,392313596;6;5,333333333;3,333333333;6,75;6,75;2,25;3,666666667;4,833333333;5,75;56;5,583333333;23;10;5;3,583333333;4;4;5;1;2;3
Feminino;27;Superior completo;Sistemas de Informação;2017;2;1,5;Testador;Tradicional;18;18; ;5;6;7;6;5;5;6;6;7;6;5;5;6;6;7;7;6;6;6; ;5;7;5;7;4;5;5;6;6;7;3;7;5;4;7;5;4; ;2;6;4;6;4;3;7;1;1;4;7;6;5;2;1;3; ;6;6;1;7;0,324495445;0,306052524;0,050357063;0,745865378;-0,530837803;0,324495445;0,306052524;0,050357063;0,745865378;-0,530837803;6,333333333;6;5,333333333;6;6,25;2;2,833333333;6,166666667;6;92;5,916666667;29;20;13;3,666666667;1;2;2;2;1;3
Feminino;38;Mestrado;Ciência da computação;2015;16;4;Desenvolvedor;Ágil;7;7; ;6;7;6;6;6;6;6;6;6;5;5;7;7;6;6;7;7;6;6; ;1;2;7;5;6;2;2;2;2;5;2;1;3;6;3;2;1; ;2;7;1;6;4;3;6;1;1;1;7;6;6;2;1;2; ;6;6;1;7;-0,040307731;0,784060071;0,730057761;0,538737617;0,32434796;-0,040307731;0,784060071;0,730057761;0,538737617;0,32434796;6,333333333;6,333333333;6;6,5;6,5;1,25;2,166666667;6,333333333;5,5;52;6,166666667;22;6;9;3,25;1;2;2;1;2;2
Feminino;19;Superior incompleto;Ciência da computação;2021;2;2;Desenvolvedor;Ágil;3;3; ;7;6;6;6;6;5;7;6;7;6;7;5;4;5;5;6;6;6;5; ;7;7;7;7;5;7;5;7;7;6;6;7;7;4;5;7;4; ;6;6;1;5;3;1;6;1;2;1;6;4;6;3;1;3; ;4;4;2;6;0,934723435;-1,097703064;-0,671235881;1,087570726;-0,11955458;0,934723435;-1,097703064;-0,671235881;1,087570726;-0,11955458;4,666666667;6,333333333;5,666666667;4,75;5,75;2,25;2,166666667;5,5;6,5;105;5,8;34;27;14;3,305555556;2;4;3;2;2;2
Feminino;22;Superior incompleto;Análise e Desenvolvimento de Sistemas;2021;3;3;Testador;Híbrida;15;10; ;5;3;4;5;5;4;4;4;6;7;5;4;5;5;5;6;5;5;6; ;7;7;6;6;3;6;1;6;4;7;3;7;5;2;7;5;5; ;1;6;1;7;4;5;6;1;1;2;7;7;5;3;1;2; ;5;4;1;7;0,14341178;-1,539890698;-1,738644802;-1,757872781;-0,279089482;0,14341178;-1,539890698;-1,738644802;-1,757872781;-0,279089482;5,333333333;4;4,666666667;4,75;5,5;1;2,833333333;6,333333333;5,5;87;4,883333333;30;22;9;3,388888889;1;1;1;2;2;3
Feminino;27;Superior completo;Sistemas de Informação;2015;3;2;Testador;Ágil;5;5; ;7;7;6;5;7;7;7;6;6;7;6;7;5;7;6;7;7;7;7; ;1;7;7;6;7;5;3;4;1;7;2;1;7;5;7;1;4; ;1;7;1;7;1;1;6;1;1;1;7;7;7;2;1;4; ;7;7;1;7;1,029784119;0,370943855;1,01138147;0,498784322;0,958726632;1,029784119;0,370943855;1,01138147;0,498784322;0,958726632;7;6,666666667;6,333333333;6,25;7;1;1,666666667;6,833333333;6,25;75;6,5;32;5;14;3,166666667;1;1;1;1;2;1
Feminino;28;Mestrado;Ciência da computação;2019;5;5;Desenvolvedor;Ágil;24;24; ;6;6;5;5;6;4;6;6;7;6;7;7;5;4;7;7;6;5;6; ;5;5;5;5;6;5;4;3;3;4;4;4;5;3;3;5;5; ;2;6;1;5;3;2;7;1;1;2;7;5;6;1;1;2; ;7;7;1;5;0,475859557;-0,113490866;0,051443043;0,050315302;-0,009101712;0,475859557;-0,113490866;0,051443043;0,050315302;-0,009101712;7;5,666666667;5;5,75;6;1,25;1,833333333;6;6,5;74;5,783333333;24;18;15;3,027777778;1;3;3;2;1;2
Masculino;30;Doutorado;Ciência da computação;2021;13;13;Desenvolvedor;Ágil;110;98; ;3;5;5;5;7;7;7;4;5;7;7;6;7;7;6;6;3;7;5; ;5;2;1;2;3;5;2;2;4;4;4;2;2;2;5;2;2; ;2;6;2;6;7;3;7;1;1;2;7;7;7;3;1;2; ;7;7;1;7;0,023656145;0,123423667;-2,309491566;-0,578539812;2,175069779;0,023656145;0,123423667;-2,309491566;-0,578539812;2,175069779;7;4,333333333;6,333333333;6,5;5,25;1,5;3;6,666666667;5,75;49;5,633333333;14;13;7;3,722222222;1;1;2;2;1;1
Masculino;29;Doutorado;Ciência da computação;2019;6;5;Desenvolvedor;Ágil;60;60; ;5;2;6;6;6;7;6;3;5;7;4;7;3;5;5;7;7;5;6; ;7;2;6;5;7;6;2;6;6;7;4;1;7;3;6;3;5; ;5;7;1;7;4;5;6;2;1;1;7;6;6;2;2;4; ;7;6;1;6;-0,686034883;-1,880267002;-0,694535697;-0,67038603;2,132207854;-0,686034883;-1,880267002;-0,694535697;-0,67038603;2,132207854;6,666666667;4,333333333;6,333333333;5;6,25;2,5;2,833333333;6,5;4,75;83;5,333333333;31;15;14;3,944444444;1;2;1;1;2;2
Masculino;31;Doutorado;Ciência da computação;2019;4;2;Desenvolvedor;Ágil;14;3; ;6;6;4;5;7;6;5;6;6;6;4;5;6;7;7;7;7;6;6; ;2;2;6;2;6;2;2;4;2;3;5;1;6;6;6;1;4; ;2;4;2;6;6;2;3;2;1;2;6;6;4;1;1;2; ;7;7;1;7;0,099934537;0,615071733;0,545604544;-0,635511204;0,110432854;0,099934537;0,615071733;0,545604544;-0,635511204;0,110432854;7;5,333333333;6;6,25;6,5;1,75;2,333333333;4,833333333;5,5;60;5,916666667;19;9;12;2,972222222;2;2;2;4;5;4
Masculino;22;Superior incompleto;Sistemas de Informação;2019;2;2;Desenvolvedor;Híbrida;24;24; ;5;5;3;6;4;6;4;7;7;6;5;6;6;4;7;7;7;7;6; ;6;2;4;6;6;7;5;5;5;3;5;2;5;2;7;2;6; ;2;7;1;2;4;3;6;2;2;2;6;6;5;2;1;7; ;4;5;2;6;0,437244194;0,141759847;0,56756192;-1,580829695;-0,001093078;0,437244194;0,141759847;0,56756192;-1,580829695;-0,001093078;5;4,333333333;5,333333333;5,75;6,75;1,5;3,333333333;5,333333333;6,25;78;5,683333333;25;15;17;3,388888889;2;2;6;1;2;3
Masculino;22;Superior incompleto;Ciência da computação;2014;2;2;Desenvolvedor;Ágil;12;1; ;7;7;5;7;6;7;5;7;7;4;4;7;6;5;7;7;7;4;5; ;3;1;3;5;1;5;4;3;1;3;1;1;2;1;1;1;3; ;1;7;1;7;1;3;5;1;1;1;6;6;5;1;1;1; ;7;7;1;7;-0,333203778;0,566450382;0,475903516;0,745163314;0,112377267;-0,333203778;0,566450382;0,475903516;0,745163314;0,112377267;7;6,333333333;6,666666667;6,25;5,75;1;1,333333333;6;5,5;39;6,1;18;6;8;2,777777778;2;2;1;1;3;3
Masculino;39;Especialização;Ciência da computação;2018;15;1;Desenvolvedor;Ágil;36;4; ;7;7;6;7;6;6;7;6;5;6;5;6;5;6;6;7;7;7;7; ;4;6;4;6;6;6;2;7;3;5;7;3;7;5;5;6;4; ;2;5;1;7;4;4;7;3;1;6;7;7;5;3;2;6; ;6;6;1;6;0,444185518;-0,086553421;1,117715928;0,885324136;0,390397157;0,444185518;-0,086553421;1,117715928;0,885324136;0,390397157;6,333333333;6,666666667;6,333333333;5,75;7;2;4;6,333333333;5,5;86;6,25;28;20;12;4,111111111;1;1;1;3;1;3
